SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence
100126757,10006882,10006883,15,15
100126759,10006882,10007980,55,55
100126760,10006882,10008470,11,11
100126762,10006883,10008751,47,47
100126765,10006883,10009408,45,45
100126767,10006883,10012116,15,15
100126774,10006885,10007959,41,41
100126775,10006885,10008002,35,35
100126777,10006885,10008324,13,13
100126778,10006885,10008733,77,77
100126780,10006885,10010565,20,20
100126782,10006885,10011024,14,14
100126783,10006885,10011035,61,61
100126785,10006885,10011315,61,61
100126786,10006885,10011378,63,63
100126788,10006885,10012131,48,48
100126789,10006885,10012408,13,13
100126791,10006885,10012927,62,62
100126794,10006886,10010078,48,48
100126796,10006886,10012754,16,16
100126797,10006886,10012917,36,36
100126799,10006887,10007980,35,35
100126800,10006887,10008213,56,56
100126802,10006887,10009479,33,33
100126803,10006887,10009987,38,38
100126805,10006887,10010517,78,78
100126807,10006887,10012597,14,14
100126808,10006887,10012598,16,16
100126810,10006887,10013277,43,43
100126813,10006888,10009324,14,14
100126814,10006888,10010245,41,41
100126816,10006888,10011584,46,46
100126818,10006888,10011683,78,78
100126819,10006888,10012550,46,46
100126821,10006888,10012806,11,11
100126822,10006888,10012807,12,12
100126824,10006888,10012920,24,24
100126825,10006889,10007040,33,33
100126827,10006889,10012119,44,44
100126829,10006890,10011683,45,45
100126830,10006891,10007312,56,56
100126833,10006893,10007531,22,22
100126835,10006893,10007602,34,34
100126839,10006893,10008733,53,53
100126840,10006893,10008807,12,12
100126843,10006893,10009786,49,49
100126844,10006893,10009787,21,21
100126845,10006893,10010004,35,35
100126847,10006893,10011235,23,23
100126848,10006893,10011663,45,45
100126850,10006893,10011671,11,11
100126851,10006893,10011848,80,80
100126853,10006893,10012095,23,23
100126854,10006893,10012135,48,48
100126856,10006893,10012499,53,53
100126859,10006893,10013308,94,94
100126861,10006894,10007434,22,22
100126862,10006894,10007591,66,66
100126864,10006894,10012119,60,60
100126865,10006894,10012221,12,12
100126867,10006894,10012377,28,28
100126869,10006896,10007096,53,53
100126870,10006896,10007100,48,48
100126873,10006896,10007424,77,77
100126874,10006896,10007690,32,32
100126875,10006896,10008005,18,18
100126878,10006896,10009419,83,83
100126879,10006896,10009513,55,55
100126881,10006896,10009837,45,45
100126883,10006896,10010131,61,61
100126884,10006896,10010281,28,28
100126886,10006896,10010329,14,14
100126887,10006896,10010375,16,16
100126889,10006896,10010404,42,42
100126890,10006896,10010405,21,21
100126892,10006896,10011274,19,19
100126894,10006896,10011683,49,49
100126895,10006896,10011953,21,21
100126898,10006896,10013308,51,51
100126900,10006898,10006902,16,16
100126902,10006898,10006906,38,38
100126903,10006898,10006907,49,49
100126905,10006898,10011284,53,53
100126906,10006898,10011683,77,77
100126908,10006898,10013084,53,53
100126910,10006899,10007054,25,25
100126911,10006899,10008338,74,74
100126913,10006899,10010248,82,82
100126914,10006899,10010251,12,12
100126916,10006899,10010906,14,14
100126917,10006899,10011164,83,83
100126919,10006899,10011505,35,35
100126934,10006900,10008197,31,31
100126935,10006900,10008759,27,27
100126937,10006900,10008885,52,52
100126938,10006900,10009733,51,51
100126939,10006900,10009985,23,23
100126940,10006900,10010073,50,50
100126941,10006900,10010107,62,62
100126943,10006900,10010395,34,34
100126944,10006900,10010509,15,15
100126946,10006900,10010606,33,33
100126948,10006900,10011238,17,17
100126949,10006900,10011272,20,20
100126951,10006900,10011570,43,43
100126952,10006900,10011633,17,17
100126954,10006900,10011928,78,78
100126955,10006900,10012117,77,77
100126957,10006900,10012231,19,19
100126959,10006900,10012492,76,76
100126960,10006900,10012493,44,44
100126962,10006900,10012841,17,17
100126963,10006901,10006903,26,26
100126965,10006901,10006906,83,83
100126969,10006901,10007283,12,12
100126970,10006901,10007421,27,27
100126972,10006901,10007660,25,25
100126973,10006901,10007920,22,22
100126975,10006901,10007966,45,45
100126977,10006901,10008323,15,15
100126978,10006901,10009848,25,25
100126980,10006901,10010215,14,14
100126983,10006901,10010601,18,18
100126984,10006901,10010923,36,36
100126986,10006901,10011064,41,41
100126988,10006901,10011671,28,28
100126989,10006901,10011681,11,11
100126991,10006901,10011988,13,13
100126992,10006901,10012305,18,18
100126994,10006901,10012356,56,56
100126995,10006901,10012358,14,14
100126997,10006901,10012362,26,26
100126998,10006901,10012493,26,26
100127000,10006901,10013308,30,30
100127002,10006902,10006906,26,26
100127003,10006902,10006907,21,21
100127005,10006902,10007242,27,27
100127008,10006902,10007545,21,21
100127009,10006902,10007607,13,13
100127011,10006902,10007920,27,27
100127013,10006902,10008883,17,17
100127014,10006902,10009549,15,15
100127016,10006902,10010441,28,28
100127017,10006902,10010502,12,12
100127019,10006902,10010601,15,15
100127020,10006902,10010751,11,11
100127022,10006902,10011671,30,30
100127025,10006902,10012335,14,14
100127026,10006902,10013084,30,30
100127028,10006903,10007242,11,11
100127030,10006903,10010549,62,62
100127034,10006904,10012116,23,23
100127035,10006904,10012119,44,44
100127037,10006905,10006906,81,81
100127038,10006905,10006907,68,68
100127040,10006905,10007148,23,23
100127042,10006905,10007780,45,45
100127043,10006905,10007966,46,46
100127045,10006905,10008762,19,19
100127046,10006905,10008942,11,11
100127048,10006905,10009212,52,52
100127049,10006905,10010685,23,23
100127051,10006905,10011677,15,15
100127054,10006905,10012143,18,18
100127058,10006905,10013132,46,46
100127059,10006906,10006907,41,41
100127060,10006906,10006976,43,43
100127061,10006906,10007054,71,71
100127062,10006906,10007073,83,83
100127063,10006906,10007244,14,14
100127065,10006906,10008338,74,74
100127067,10006906,10008527,19,19
100127068,10006906,10009549,86,86
100127070,10006906,10009902,46,46
100127073,10006906,10010466,39,39
100127074,10006906,10010686,12,12
100127076,10006906,10011010,49,49
100127078,10006906,10011671,81,81
100127079,10006906,10011710,15,15
100127081,10006906,10012178,16,16
100127082,10006906,10012360,15,15
100127085,10006906,10012635,28,28
100127086,10006906,10013084,64,64
100127090,10006907,10007966,36,36
100127091,10006907,10007998,36,36
100127092,10006907,10008311,22,22
100127094,10006907,10009188,46,46
100127095,10006907,10010919,17,17
100127099,10006907,10011669,48,48
100127100,10006907,10011671,34,34
100127102,10006907,10011689,11,11
100127104,10006907,10012976,12,12
100127105,10006907,10012978,14,14
100127107,10006907,10013171,53,53
100127108,10006908,10010474,32,32
100127110,10006908,10012768,39,39
100127111,10006909,10007094,24,24
100127113,10006909,10007175,46,46
100127114,10006909,10008779,36,36
100127116,10006909,10011399,22,22
100127119,10006909,10012918,12,12
100127121,10006909,10013261,12,12
100127122,10006910,10012453,15,15
100127124,10006912,10007930,15,15
100127125,10006912,10009700,25,25
100127127,10006912,10009705,45,45
100127128,10006912,10010663,12,12
100127130,10006912,10012217,12,12
100127132,10006913,10006920,89,89
100127133,10006913,10006923,16,16
100127135,10006913,10006925,15,15
100127138,10006913,10008140,45,45
100127139,10006913,10008612,31,31
100127141,10006913,10011681,19,19
100127143,10006913,10012226,44,44
100127144,10006913,10012503,45,45
100127146,10006914,10006930,30,30
100127147,10006914,10007259,38,38
100127149,10006914,10008232,37,37
100127150,10006914,10008304,27,27
100127152,10006914,10009412,16,16
100127154,10006914,10009828,14,14
100127155,10006914,10010002,11,11
100127158,10006914,10011505,17,17
100127160,10006914,10011951,44,44
100127162,10006914,10012517,53,53
100127163,10006914,10012658,30,30
100127165,10006915,10007569,45,45
100127166,10006915,10007966,11,11
100127168,10006915,10008677,27,27
100127170,10006915,10009419,45,45
100127171,10006915,10009500,51,51
100127173,10006915,10011249,48,48
100127174,10006915,10011251,22,22
100127176,10006915,10011477,34,34
100127177,10006915,10011885,49,49
100127179,10006915,10013084,50,50
100127188,10006916,10012887,50,50
100127189,10006916,10012933,28,28
100127190,10006916,10012938,32,32
100127191,10006916,10012939,20,20
100127194,10006916,10013139,88,88
100127195,10006917,10007175,50,50
100127196,10006917,10007423,28,28
100127197,10006917,10007424,62,62
100127199,10006917,10009186,81,81
100127200,10006917,10009471,36,36
100127201,10006917,10009960,12,12
100127203,10006917,10010912,16,16
100127204,10006917,10011670,81,81
100127205,10006917,10012506,30,30
100127207,10006917,10012794,12,12
100127208,10006917,10013132,22,22
100127213,10006918,10006936,14,14
100127214,10006918,10006937,13,13
100127215,10006918,10007424,44,44
100127219,10006918,10008467,18,18
100127220,10006918,10008468,32,32
100127221,10006918,10009186,15,15
100127223,10006918,10009676,16,16
100127225,10006918,10012853,13,13
100127212,10006918,10006935,20,100
100127229,10006919,10007269,22,22
100127230,10006919,10007413,52,52
100127232,10006919,10009083,53,53
100127233,10006919,10010678,66,66
100127235,10006919,10011666,40,40
100127237,10006919,10011690,12,12
100127238,10006919,10011759,56,56
100127240,10006919,10012164,19,19
100127241,10006919,10012511,63,63
100127243,10006919,10013031,33,33
100127244,10006919,10013308,19,19
100127246,10006920,10006924,49,49
100127249,10006920,10006935,20,20
100127251,10006920,10008005,20,20
100127252,10006920,10008011,34,34
100127254,10006920,10008438,19,19
100127255,10006920,10008635,66,66
100127257,10006920,10008761,23,23
100127258,10006920,10009177,68,68
100127260,10006920,10009707,48,48
100127262,10006920,10010091,26,26
100127263,10006920,10010130,16,16
100127265,10006920,10010686,40,40
100127268,10006920,10011279,60,60
100127270,10006920,10011670,64,64
100127271,10006920,10011671,14,14
100127273,10006920,10011813,39,39
100127274,10006920,10012063,15,15
100127276,10006920,10012226,19,19
100127277,10006920,10012503,64,64
100127279,10006920,10012853,11,11
100127280,10006920,10012917,13,13
100127282,10006920,10012973,52,52
100127284,10006920,10013088,28,28
100127285,10006920,10013100,28,28
100127288,10006921,10009889,33,33
100127290,10006921,10010291,15,15
100127295,10006921,10012649,21,21
100127300,10006922,10007652,50,50
100127302,10006922,10008235,25,25
100127303,10006922,10008338,49,49
100127305,10006922,10008377,28,28
100127306,10006922,10008378,36,36
100127308,10006922,10010432,43,43
100127309,10006922,10010576,61,61
100127311,10006922,10011275,39,39
100127313,10006922,10011670,92,92
100127314,10006922,10011671,16,16
100127316,10006922,10012568,14,14
100127317,10006922,10012691,11,11
100127319,10006922,10013300,56,56
100127322,10006923,10007153,11,11
100127323,10006923,10007175,23,23
100127325,10006923,10007399,14,14
100127327,10006923,10007544,12,12
100127328,10006923,10007604,15,15
100127330,10006923,10008212,13,13
100127331,10006923,10008309,24,24
100127333,10006923,10008546,31,31
100127334,10006923,10008581,11,11
100127336,10006923,10008790,24,24
100127338,10006923,10009234,15,15
100127339,10006923,10009578,13,13
100127341,10006923,10009707,31,31
100127342,10006923,10009710,16,16
100127344,10006923,10011091,17,17
100127345,10006923,10011226,12,12
100127347,10006923,10011681,45,45
100127349,10006923,10012063,19,19
100127350,10006923,10012116,51,51
100127352,10006923,10012827,31,31
100127353,10006923,10012862,30,30
100127355,10006923,10012917,27,27
100127320,10006923,10006935,28,100
100127359,10006924,10007273,20,20
100127360,10006924,10007399,12,12
100127362,10006924,10007569,13,13
100127363,10006924,10007604,33,33
100127365,10006924,10008057,28,28
100127367,10006924,10008393,22,22
100127368,10006924,10008546,40,40
100127370,10006924,10008729,46,46
100127371,10006924,10008790,21,21
100127373,10006924,10009179,17,17
100127374,10006924,10009234,12,12
100127376,10006924,10009592,26,26
100127379,10006924,10010073,14,14
100127381,10006924,10011226,17,17
100127382,10006924,10011670,11,11
100127384,10006924,10011681,53,53
100127385,10006924,10011807,19,19
100127387,10006924,10012063,30,30
100127388,10006924,10012585,13,13
100127390,10006924,10012827,31,31
100127392,10006924,10012905,46,46
100127393,10006924,10012914,24,24
100127395,10006924,10013088,12,12
100127398,10006925,10006937,16,16
100127399,10006925,10006938,11,11
100127401,10006925,10007399,14,14
100127403,10006925,10007569,16,16
100127404,10006925,10007965,16,16
100127406,10006925,10008187,11,11
100127407,10006925,10008581,20,20
100127409,10006925,10008790,11,11
100127410,10006925,10009234,13,13
100127412,10006925,10009939,15,15
100127414,10006925,10011226,22,22
100127415,10006925,10011671,44,44
100127418,10006925,10012045,12,12
100127420,10006925,10012914,26,26
100123469,10006602,10009551,83,83
100127424,10006926,10007484,15,15
100127426,10006926,10007965,12,12
100127427,10006926,10008392,13,13
100127428,10006926,10011670,16,16
100127430,10006926,10012915,12,12
100127432,10006927,10010576,12,12
100127433,10006927,10013308,11,11
100127435,10006928,10008045,21,21
100127436,10006928,10008079,47,47
100127438,10006928,10010851,56,56
100127441,10006928,10011974,47,47
100127443,10006929,10010540,18,18
100127444,10006929,10010851,43,43
100127446,10006929,10011873,23,23
100127448,10006930,10008686,24,24
100127449,10006930,10012507,40,40
100127450,10006930,10012588,33,33
100127453,10006931,10010170,18,18
100127454,10006931,10010689,43,43
100127456,10006931,10012118,98,98
100127458,10006931,10012221,57,57
100127459,10006931,10012340,28,28
100127462,10006932,10009053,11,11
100127464,10006932,10010006,81,81
100127465,10006932,10010311,47,47
100127467,10006932,10010471,45,45
100127469,10006932,10012390,45,45
100127470,10006932,10012486,71,71
100127472,10006933,10007541,86,86
100127473,10006933,10007618,39,39
100127475,10006933,10008593,38,38
100127476,10006933,10008795,48,48
100127478,10006933,10009145,50,50
100127481,10006933,10009488,38,38
100127485,10006933,10010303,47,47
100127489,10006933,10011666,69,69
100127490,10006933,10011735,42,42
100127492,10006933,10011803,32,32
100127493,10006933,10011895,51,51
100127495,10006933,10012034,25,25
100127497,10006933,10012073,42,42
100127498,10006933,10012090,22,22
100127500,10006933,10012453,11,11
100127501,10006933,10012482,21,21
100127503,10006933,10012768,33,33
100127504,10006933,10013245,47,47
100127506,10006934,10007580,47,47
100127509,10006934,10008888,18,18
100127511,10006934,10010299,15,15
100127512,10006934,10012069,50,50
100127514,10006934,10012916,38,38
100127515,10006935,10007463,14,14
100127517,10006935,10008621,17,17
100127518,10006935,10008888,18,18
100127520,10006935,10009551,25,25
100127522,10006935,10011670,55,55
100127523,10006935,10012171,17,17
100127526,10006935,10012917,17,17
100127528,10006935,10013195,12,12
100127529,10006936,10007463,17,17
100127531,10006936,10009551,32,32
100127533,10006936,10011092,15,15
100127534,10006936,10012171,18,18
100127536,10006936,10013140,30,30
100127537,10006936,10013141,15,15
100127539,10006937,10009551,22,22
100127540,10006937,10009997,17,17
100127542,10006937,10011837,12,12
100127544,10006937,10013120,13,13
100127545,10006938,10007676,50,50
100127548,10006939,10007338,11,11
100127550,10006939,10007990,16,16
100127554,10006939,10008702,11,11
100127557,10006939,10011501,16,16
100127558,10006939,10011683,13,13
100127559,10006939,10011735,27,27
100127561,10006939,10012342,14,14
100127562,10006939,10012738,13,13
100127565,10006940,10007025,19,19
100127566,10006940,10007338,32,32
100127567,10006940,10007454,55,55
100127568,10006940,10007473,21,21
100127569,10006940,10007541,23,23
100127571,10006940,10007826,19,19
100127574,10006940,10007988,13,13
100127576,10006940,10008084,22,22
100127577,10006940,10008199,30,30
100127580,10006940,10008414,17,17
100127582,10006940,10008526,13,13
100127583,10006940,10008681,17,17
100127585,10006940,10008702,28,28
100127587,10006940,10008815,20,20
100127588,10006940,10008847,73,73
100127590,10006940,10009316,27,27
100127593,10006940,10009446,34,34
100127594,10006940,10009550,22,22
100127596,10006940,10009998,23,23
100127598,10006940,10010148,12,12
100127599,10006940,10010245,30,30
100127601,10006940,10010275,18,18
100127602,10006940,10011023,11,11
100127604,10006940,10011177,15,15
100127605,10006940,10011180,26,26
100127607,10006940,10011327,16,16
100127609,10006940,10011501,45,45
100127610,10006940,10011664,18,18
100127613,10006940,10011684,18,18
100127615,10006940,10011763,36,36
100127579,10006940,10008357,41,100
100127619,10006940,10011818,12,12
100127620,10006940,10011838,23,23
100127622,10006940,10011847,12,12
100127623,10006940,10011977,28,28
100127625,10006940,10012287,13,13
100127627,10006940,10012342,46,46
100127628,10006940,10012343,11,11
100127630,10006940,10012579,20,20
100127631,10006940,10012738,39,39
100127633,10006940,10012748,53,53
100127634,10006940,10013007,62,62
100127636,10006940,10013109,16,16
100127639,10006941,10007473,21,21
100127641,10006941,10007541,14,14
100127642,10006941,10007689,18,18
100127644,10006941,10007990,22,22
100127645,10006941,10008084,18,18
100127647,10006941,10008357,36,36
100127648,10006941,10008485,13,13
100127650,10006941,10008953,14,14
100127652,10006941,10009446,23,23
100127653,10006941,10009550,12,12
100127655,10006941,10009842,21,21
100127658,10006941,10010245,15,15
100127660,10006941,10011177,31,31
100127661,10006941,10011180,12,12
100127663,10006941,10011683,18,18
100127664,10006941,10011684,15,15
100127666,10006941,10011763,24,24
100127667,10006941,10011783,11,11
100127671,10006941,10012334,20,20
100127672,10006941,10012342,11,11
100127673,10006941,10012738,23,23
100127674,10006941,10012741,14,14
100127675,10006941,10012748,41,41
100127678,10006942,10007025,12,12
100127680,10006942,10007473,16,16
100127685,10006942,10008084,12,12
100127686,10006942,10008183,75,75
100127687,10006942,10008199,16,16
100127688,10006942,10008230,30,30
100127690,10006942,10008485,26,26
100127693,10006942,10008638,19,19
100127694,10006942,10008645,37,37
100127695,10006942,10008702,17,17
100127696,10006942,10008953,19,19
100127698,10006942,10009446,16,16
100127699,10006942,10009550,15,15
100127701,10006942,10009842,19,19
100127705,10006942,10010278,28,28
100127706,10006942,10010347,12,12
100127707,10006942,10011177,12,12
100127709,10006942,10011253,55,55
100127710,10006942,10011568,34,34
100127712,10006942,10011664,11,11
100127713,10006942,10011683,14,14
100127715,10006942,10011763,12,12
100127717,10006942,10011788,12,12
100127718,10006942,10011818,19,19
100127720,10006942,10011845,13,13
100127723,10006942,10012342,12,12
100127724,10006942,10012478,12,12
100127726,10006942,10012738,36,36
100127728,10006942,10012748,45,45
100127729,10006942,10013095,17,17
100127731,10006942,10013201,50,50
100127732,10006943,10011549,48,48
100127734,10006944,10008644,16,16
100127735,10006944,10008645,21,21
100127737,10006944,10013308,37,37
100127739,10006945,10006949,49,49
100127740,10006945,10009320,51,51
100127743,10006946,10012791,15,15
100127745,10006947,10006948,18,18
100127749,10006948,10009719,48,48
100127750,10006948,10012116,48,48
100127752,10006948,10012118,27,27
100127753,10006948,10012132,30,30
100127755,10006948,10013166,27,27
100127757,10006949,10007654,15,15
100127758,10006949,10007655,37,37
100127760,10006949,10007657,41,41
100127761,10006949,10010057,48,48
100127763,10006949,10010937,47,47
100127764,10006949,10011681,11,11
100127766,10006949,10012117,28,28
100127769,10006950,10009717,48,48
100127771,10006950,10010685,19,19
100127772,10006950,10011899,48,48
100127774,10006950,10012316,42,42
100127775,10006951,10007775,31,31
100127777,10006951,10008890,31,31
100127778,10006951,10009501,31,31
100127780,10006951,10012468,30,30
100127782,10006952,10007824,20,20
100127783,10006952,10008888,25,25
100127785,10006952,10008998,20,20
100127788,10006952,10009501,25,25
100127789,10006952,10009584,13,13
100127791,10006952,10012357,14,14
100127793,10006953,10007824,27,27
100127795,10006953,10009052,20,20
100127796,10006953,10009102,23,23
100127797,10006953,10011670,54,54
100127799,10006953,10012358,12,12
100127800,10006953,10012693,34,34
100127802,10006954,10009102,19,19
100127804,10006954,10011683,19,19
100127805,10006954,10013308,18,18
100127808,10006956,10008501,21,21
100127810,10006956,10008940,54,54
100127814,10006956,10009583,52,52
100127816,10006956,10011301,54,54
100127818,10006956,10012116,41,41
100127819,10006956,10012119,16,16
100127820,10006956,10012122,71,71
100127822,10006956,10013133,49,49
100127823,10006957,10007365,14,14
100127825,10006957,10008278,45,45
100127826,10006957,10009553,61,61
100127828,10006957,10012016,50,50
100127829,10006957,10012117,13,13
100127833,10006958,10007032,48,48
100127834,10006958,10007826,59,59
100127836,10006958,10008452,40,40
100127837,10006958,10010447,43,43
100127839,10006958,10011671,36,36
100127840,10006958,10011683,42,42
100127842,10006958,10011735,19,19
100127843,10006958,10011774,28,28
100127845,10006958,10011848,56,56
100127847,10006958,10013259,76,76
100127848,10006959,10006991,53,53
100127850,10006959,10007018,13,13
100127853,10006959,10009441,42,42
100127854,10006959,10009752,38,38
100127856,10006959,10010924,21,21
100127858,10006959,10010993,32,32
100127859,10006959,10011162,63,63
100127861,10006959,10012116,24,24
100127862,10006959,10012117,57,57
100127864,10006959,10012119,41,41
100127865,10006959,10012122,25,25
100127868,10006959,10012722,23,23
100127870,10006959,10012998,13,13
100127872,10006959,10013182,33,33
100127873,10006960,10011681,55,55
100127879,10006963,10007509,16,16
100127880,10006964,10008213,11,11
100127882,10006964,10009592,54,54
100127883,10006964,10010022,11,11
100127886,10006964,10010937,12,12
100127887,10006964,10012575,24,24
100127890,10006965,10011671,22,22
100127891,10006965,10011831,35,35
100127892,10006965,10013009,53,53
100127893,10006965,10013308,70,70
100127894,10006966,10008871,41,41
100127896,10006966,10013145,43,43
100127899,10006967,10012339,50,50
100127901,10006969,10012520,43,43
100127902,10006969,10012533,25,25
100127904,10006969,10012600,14,14
100127905,10006969,10012647,23,23
100127907,10006970,10006985,20,20
100127908,10006970,10006986,35,35
100127910,10006970,10010811,27,27
100127912,10006970,10011584,53,53
100127913,10006971,10008045,66,66
100127915,10006971,10008362,47,47
100127918,10006971,10011701,47,47
100127919,10006971,10012339,40,40
100127921,10006972,10010549,42,42
100127923,10006972,10012500,51,51
100127924,10006972,10012761,82,82
100127926,10006973,10007351,17,17
100127927,10006973,10007709,47,47
100127929,10006973,10008193,40,40
100127930,10006973,10008194,16,16
100127932,10006973,10008640,19,19
100127934,10006973,10010107,35,35
100127935,10006973,10010681,48,48
100127938,10006973,10011552,92,92
100127940,10006973,10012122,41,41
100127944,10006974,10007351,67,67
100127945,10006974,10007441,46,46
100127947,10006974,10007709,47,47
100127948,10006974,10007880,41,41
100127950,10006974,10007886,100,100
100127952,10006974,10008193,35,35
100127953,10006974,10008194,38,38
100127955,10006974,10008197,48,48
100127956,10006974,10008697,14,14
100127958,10006974,10008761,39,39
100127959,10006974,10009566,24,24
100127963,10006974,10010242,44,44
100127964,10006974,10010612,38,38
100127966,10006974,10010794,79,79
100127967,10006974,10010881,19,19
100127969,10006974,10010898,12,12
100127970,10006974,10010899,57,57
100127972,10006974,10011127,13,13
100127973,10006974,10011385,19,19
100127975,10006974,10011542,53,53
100127977,10006974,10011554,22,22
100127978,10006974,10011555,14,14
100127980,10006974,10011574,11,11
100127983,10006974,10012119,24,24
100127985,10006974,10013035,15,15
100127986,10006974,10013087,16,16
100127990,10006975,10008602,63,63
100127991,10006975,10008890,23,23
100127992,10006975,10010395,49,49
100127993,10006975,10011091,43,43
100127994,10006975,10011372,67,67
100127995,10006975,10011373,43,43
100127997,10006976,10007192,20,20
100127999,10006976,10007660,52,52
100128002,10006976,10009549,28,28
100128003,10006976,10010601,36,36
100128005,10006976,10011671,23,23
100128009,10006976,10012305,39,39
100128010,10006976,10012335,37,37
100128012,10006976,10012399,15,15
100128013,10006976,10012400,15,15
100128015,10006977,10009981,19,19
100128017,10006977,10011056,15,15
100128018,10006977,10011247,32,32
100128020,10006979,10007100,15,15
100128021,10006979,10007477,13,13
100128023,10006980,10007125,23,23
100128024,10006980,10007126,56,56
100128026,10006981,10007896,28,28
100128029,10006981,10010599,11,11
100128031,10006981,10011177,21,21
100128032,10006981,10011683,44,44
100128034,10006982,10007896,21,21
100128035,10006982,10008077,27,27
100128037,10006982,10010599,13,13
100128038,10006982,10011177,19,19
100128040,10006982,10012214,16,16
100128042,10006983,10007232,59,59
100128043,10006983,10007817,73,73
100128045,10006984,10007178,53,53
100128048,10006984,10008324,13,13
100128049,10006984,10010811,20,20
100128051,10006984,10010942,64,64
100128053,10006984,10011683,53,53
100128054,10006984,10012668,46,46
100128056,10006985,10007750,18,18
100128057,10006985,10010528,52,52
100128059,10006985,10013059,11,11
100128060,10006986,10007750,12,12
100128062,10006986,10011080,40,40
100128064,10006991,10006993,42,42
100128065,10006991,10007619,16,16
100128068,10006991,10009752,27,27
100128070,10006991,10012119,73,73
100128085,10006993,10012487,15,15
100128086,10006993,10012974,42,42
100128087,10006994,10007571,27,27
100128088,10006994,10008706,32,32
100128089,10006994,10009763,30,30
100128090,10006994,10011364,17,17
100128091,10006994,10011776,31,31
100128092,10006994,10011800,14,14
100128093,10006994,10012689,15,15
100128094,10006994,10012690,16,16
100128095,10006994,10012867,26,26
100128096,10006995,10006996,19,19
100128098,10006995,10010276,78,78
100128099,10006995,10012245,52,52
100128100,10006995,10012339,60,60
100128101,10006995,10012478,48,48
100128102,10006996,10009828,55,55
100128103,10006996,10010115,48,48
100128105,10006996,10010282,23,23
100128107,10006996,10012514,78,78
100128108,10006997,10011000,51,51
100128110,10006997,10012482,67,67
100128111,10006997,10013241,47,47
100128113,10006999,10008752,48,48
100128114,10006999,10008762,11,11
100128116,10006999,10010603,19,19
100128119,10007000,10011113,48,48
100128120,10007000,10011670,50,50
100128121,10007000,10012181,17,17
100128122,10007000,10012250,21,21
100128124,10007000,10013033,51,51
100128126,10007002,10007040,26,26
100128127,10007002,10008939,26,26
100128129,10007002,10009717,18,18
100128130,10007002,10011612,18,18
100128133,10007004,10007980,19,19
100128135,10007004,10009592,13,13
100128138,10007004,10012132,24,24
100128139,10007004,10012492,18,18
100128141,10007005,10007046,46,46
100128142,10007005,10009407,46,46
100128144,10007005,10011656,16,16
100128146,10007005,10011658,13,13
100128147,10007006,10007400,32,32
100128149,10007006,10008839,16,16
100128150,10007006,10009713,35,35
100128153,10007006,10010401,17,17
100128154,10007006,10010402,25,25
100128156,10007006,10010412,43,43
100128159,10007006,10011681,75,75
100128161,10007006,10012423,25,25
100128162,10007006,10012629,18,18
100128167,10007007,10007015,42,42
100128168,10007007,10009599,45,45
100128169,10007007,10009600,48,48
100128170,10007007,10009828,25,25
100128171,10007007,10010371,36,36
100128172,10007007,10010921,61,61
100128173,10007007,10011410,78,78
100128175,10007008,10007064,14,14
100128178,10007009,10008563,13,13
100128179,10007009,10011681,13,13
100128181,10007010,10009812,14,14
100128183,10007010,10011671,46,46
100128184,10007010,10011681,13,13
100128186,10007012,10008343,48,48
100128187,10007012,10008364,48,48
100128189,10007012,10009549,47,47
100128190,10007012,10009812,21,21
100128192,10007012,10011671,61,61
100128194,10007012,10012933,47,47
100128195,10007013,10007175,38,38
100128198,10007013,10009663,61,61
100128200,10007013,10011671,13,13
100128206,10007014,10010200,42,42
100128207,10007014,10011683,42,42
100128208,10007015,10007188,15,15
100128209,10007015,10007639,24,24
100128210,10007015,10007642,26,26
100128212,10007015,10009142,13,13
100128213,10007015,10009828,11,11
100128215,10007015,10011410,33,33
100128216,10007015,10012482,11,11
100128218,10007016,10008433,14,14
100128219,10007016,10008434,18,18
100128221,10007016,10008503,49,49
100128224,10007016,10010229,45,45
100128226,10007016,10010675,41,41
100128227,10007016,10011034,41,41
100128229,10007016,10011663,66,66
100128230,10007016,10011797,48,48
100128232,10007017,10007218,12,12
100128233,10007017,10009225,18,18
100128235,10007017,10009557,13,13
100128237,10007017,10009895,12,12
100128238,10007017,10009896,30,30
100128240,10007017,10010924,20,20
100128243,10007017,10012069,31,31
100128244,10007017,10012118,57,57
100128246,10007017,10012121,31,31
100128248,10007017,10012267,12,12
100128249,10007017,10012705,25,25
100128251,10007017,10012997,53,53
100128252,10007017,10013076,61,61
100128254,10007017,10013254,28,28
100128255,10007018,10007218,11,11
100128257,10007018,10008409,42,42
100128259,10007018,10009226,20,20
100128260,10007018,10009799,31,31
100128263,10007018,10010924,18,18
100128265,10007018,10011250,13,13
100128269,10007018,10012069,21,21
100128270,10007018,10012118,23,23
100128272,10007018,10012585,46,46
100128273,10007018,10012705,13,13
100128275,10007018,10012997,31,31
100128277,10007018,10013079,23,23
100128278,10007018,10013254,13,13
100128280,10007021,10007672,66,66
100128281,10007021,10007985,28,28
100128283,10007021,10009251,45,45
100128284,10007021,10009583,15,15
100128288,10007021,10011027,25,25
100128290,10007021,10011926,14,14
100128292,10007021,10012423,20,20
100128293,10007021,10012750,19,19
100128294,10007021,10012869,12,12
100128295,10007022,10007024,13,13
100128297,10007022,10007653,31,31
100128298,10007022,10007656,49,49
100128300,10007022,10008389,26,26
