SDFB Person ID,Display Name,Gender,Historical Significance,Extant Birth Year,Extant Death Year,,,
10001738,Paul Buissiere,male,surgeon and anatomist,1629,1739,,,
10001734,Adam Buddle,male,botanist,1662,1715,,,
10001937,Cesar Calandrini,male,Reformed minister,1595,1665,,,
10002292,William Chamberlayne,male,poet and playwright,1619,1689,,,
10008122,Hugh May,male,architect,1621,1684,,,
10050292,Elizabeth Broke,female,,1392,1502,,,
10050333,Lady Fellinger,female,,1405,1515,,,
10005129,Hubert-Francois Gravelot,male,book illustrator and engraver,1699,1773,,,
10011548,James Stewart,male,magnate,1441,1500,,,
10050479,Cecily Legh,female,,1432,1542,,,
10000812,Ann Baynard,female,exemplar of godly life,1672,1697,,,
10050156,John Collett,male,,1572,1650,,,
10009510,William Pemble,male,theologian and author,1591,1623,,,
10003390,Charles Delafaye,male,public servant,1677,1762,,,
10008088,Frances Matthew,female,benefactor,1550,1629,,,
10004513,Phineas Fowke,male,physician,1639,1710,,,
10050293,Agnes Dean,female,,1393,1503,,,
10009622,George Pettie,male,writer of romances,1548,1589,,,
10052037,Margaret Cave,female,,1549,1606,,,
10012940,Thomas Willis,male,physician and natural philosopher,1621,1675,,,
10003393,Richard Delamaine the younger,male,clergyman,1627,1657,,,
10001753,Thomas Bullaker,male,Franciscan friar,1598,1642,,,
10004379,James Fleming,male,courtier and nobleman,1533,1558,,,
10001374,Sir Jerome Bowes,male,diplomat and glass maker,1506,1616,,,
10050480,Cecily Whaplett,female,,1432,1542,,,
10008697,John Napier of Merchiston,male,mathematician,1550,1617,,,
10007293,Alexander Leigh,male,local government officer and industrial promoter,1683,1772,,,
10001249,Robert Bolron,male,informer and perjurer,1665,1682,,,
10050075,James Baker,male,"shipwright; thought to have been responsible, among other commissions, for the ship Bull, built in 1546; first shipwright of the period known to have received a retainer to maintain the king's (Henry VIII) ships",1505,1547,,,
10003483,William Dicconson,male,Jacobite courtier and biographer,1654,1742,,,
10003716,Louis Du Guernier,male,engraver,1687,1716,,,
10054799,Anne Lucas,female,sister of Margaret Cavendish,CA,CA,[],,
10050334,Margaret Scrope,female,,1405,1515,,,
10008698,Sir Nathaniel Napier,male,traveller and politician,1636,1709,,,
10004514,Sir Thomas Fowle,male,goldsmith and banker,1637,1692,,,
10013275,Queen Caroline of Ansbach,female,"queen of Great Britain and Ireland, and electress of Hanover, consort of George II",1683,1737,,,
10001762,William Bullokar,male,spelling reformer and grammarian,1531,1609,,,
10011463,Sir Thomas Stanhope,male,NA,1540,1596,,,
10003779,Robert Dundas,male,politician and advocate,1685,1753,,,
10008464,Edward More,male,poet,1537,1620,,,
10050336,Elizabeth Barnefelde,female,,1406,1516,,,
10051418,Anne Wentworth,female,,1503,1572,,,
10012599,Thomas Watson,male,ejected minister,1576,1686,,,
10005348,Nicholas Haddock,male,naval officer,1685,1746,,,
10002663,John Colet,male,dean of St Paul's and founder of St Paul's School,1467,1519,,,
10007233,Sir William Le Neve,male,herald and genealogist,1592,1661,,,
10003780,Thomas Dundas of Fingask,male,woollen-draper,1681,1762,,,
10012699,Richard Wesley,male,landowner,1690,1758,,,
10005645,Francis Hastings,male,magnate,1513,1560,,,
10051576,Mary Zouche,female,,1512,1542,,,
10050335,Alice Hampton,female,,1406,1516,,,
10000078,John Aglionby,male,,1566,1610,,,
10009564,Josceline Percy,male,NA,1564,1631,,,
10007325,Bernard Lens,male,artist,1659,1725,,,
10009381,Bartholomew Parsons,male,Church of England clergyman,1574,1642,,,
10050508,Anne Sandys,female,,1434,1544,,,
10012306,Edward de Vere,male,courtier and poet,1550,1604,,,
10005460,Richard Hamilton,male,Jacobite army officer,1607,1717,,,
10006397,Robert Hunter,male,army officer and colonial governor,1666,1734,,,
10003484,William Dicey,male,,1646,1756,,,
10010773,William Sclater,male,Church of England clergyman,1575,1627,,,
10054800,Elizabeth Holland,female,"Elizabeth Holland was the daughter (some sources say the sister) of John Holland of Wartwell Hall in Redenhall, Norfolk and a kinswoman, probably a niece, of John Hussey, 1st baron Hussey of Sleaford. John Holland was the duke of Norfolk’s secretary and one of his stewards and Elizabeth, known as Bess, was also part of the ducal household at Kenninghall in 1526.",1512,1557,,,
10002101,James Carmichael,male,judge and government official,1579,1672,,,
10001549,John Bridges,male,county historian,1666,1724,,,
10005085,John Ernest Grabe,male,patristic and biblical scholar,1666,1711,,,
10006298,Laurence Howell,male,nonjuring Church of England clergyman,1664,1720,,,
10050337,Elizabeth Lisle,female,,1406,1516,,,
10050338,Elizabeth Calthorpe,female,,1407,1517,,,
10050339,Magdalen Harpenden,female,,1407,1517,,,
10050270,Charles Turnbull,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1556,1608,,,
10010774,William Sclater,male,Church of England clergyman and religious writer,1609,1661,,,
10009467,Richard Pearsall,male,Independent minister,1698,1762,,,
10001938,Robert Calder,male,Scottish Episcopal clergyman and writer,1659,1723,,,
10050218,Elizabeth of Bohemia ,female,"Princess Palatine of Bohemia, scholar, correspondent of Descartes",1619,1680,,,
10007436,Alexander Lindsay,male,landowner and courtier,1563,1607,,,
10008303,Peter Mills,male,surveyor and architect,1598,1670,,,
10050215,Thomas Copley,male,Jesuit and colonist in America,1594,1652,,,
10000501,Walter Bagot,male,,1557,1623,,,
10050294,Alice Skelling,female,,1393,1503,,,
10001788,Thomas Burgh,male,military engineer and architect,1670,1730,,,
10052313,Dorothy Kay,female,,1577,1638,,,
10004924,Stephen Goffe,male,Roman Catholic priest and royalist agent,1605,1681,,,
10050216,Elizabeth Heywood Donne,female,"Sister of Jasper Heywood, S.J., and mother of John Donne (poet)",1543,1631,,,
10001779,Jane Burdett,female,literary patron,1527,1637,,,
10009251,Eusebius Pagit,male,Church of England clergyman,1546,1617,,,
10003704,Susanna Drury,female,landscape painter,1698,1770,,,
10002483,John Clarke,male,schoolmaster,1596,1658,,,
10012636,Maurice Webster,male,lutenist and composer,1525,1635,,,
10051060,Elizabeth Zouche,female,,1480,1551,,,
10050350,Isabel Stanley,female,,1409,1519,,,
10050351,Joan Braham,female,,1409,1519,,,
10009328,Thomas Parker,male,lord chancellor,1667,1732,,,
10009236,Sir Francis Page,male,judge,1660,1741,,,
10001854,Rice Bush,male,pamphleteer on poor relief,1610,1649,,,
10050481,Constance Chamberlain,female,,1432,1542,,,
10008507,William Morgan,male,Jesuit,1623,1689,,,
10006756,Cahir Mac Art Kavanagh,male,chieftain,1444,1554,,,
10050824,Joan Vaux,female,,1463,1538,,,
10011464,James Stanihurst,male,speaker of the Irish House of Commons and recorder of Dublin,1521,1573,,,
10006968,Richard Kirby,male,astrologer and medical practitioner,1649,1693,,,
10050271,Richard Polter,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1558,1605,,,
10050303,Katherine Scales,female,,1395,1505,,,
10001629,John Brown,male,Church of Scotland minister,1610,1679,,,
10003267,Sir John Danvers,male,politician and regicide,1584,1655,,,
10001824,Edmund Burt,male,author and rent collector,1645,1755,,,
10004925,Thomas Goffe,male,playwright and Church of England clergyman,1590,1629,,,
10008202,Robert Menteith,male,author,1603,1660,,,
10010924,Queen Jane Seymour,female,"queen of England, third consort of Henry VIII",1508,1537,,,
10008890,Sir Thomas Norris,male,soldier,1556,1599,,,
10009374,William Parry,male,spy and conspirator,1475,1585,,,
10005828,George Herbert,male,Church of England clergyman and poet,1593,1633,,,
10002507,Robert Clavering,male,orientalist and bishop of Peterborough,1675,1747,,,
10009565,Lady Mary Percy,female,"abbess of the Convent of the Assumption of Our Blessed Lady, Brussels",1570,1642,,,
10011258,Edward Smyth,male,Church of Ireland bishop of Down and Connor,1662,1720,,,
10007400,Sir Edward Lewkenor,male,politician and patron of puritans,1542,1605,,,
10001713,Albertus Bryne,male,organist and composer,1621,1668,,,
10000269,Mary Arden,female,William Shakespeare's mother,1537,1608,,,
10002496,Samuel Clarke,male,theologian and philosopher,1675,1729,,,
10011836,James Temple,male,regicide,1606,1674,,,
10050296,Anne Ive,female,,1393,1503,,,
10004018,George Etheridge,male,physician and classical scholar,1519,1588,,,
10007642,Sir John Lowther,male,politician and industrialist,1642,1706,,,
10008914,Edward Norton,male,conspirator,1654,1702,,,
10050157,Anna Collett,female,,1603,1638,,,
10002567,Elizabeth Fiennes de Clinton,female,noblewoman,1528,1589,,,
10012152,Peter Turner,male,mathematician,1586,1652,,,
10050482,Elizabeth Bryce,female,,1432,1542,,,
10011052,James Shirley,male,playwright and poet,1596,1666,,,
10011138,Henry Singleton,male,judge,1682,1759,,,
10002391,Arthur Chichester,male,nobleman,1606,1675,,,
10000387,William Atkins,male,Jesuit,1601,1681,,,
10050288,Alice Sotehill,female,,1390,1500,,,
10050289,Elizabeth Neville,female,,1390,1500,,,
10002568,George Clinton,male,naval officer and colonial governor,1686,1761,,,
10050231,James Alday,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1516,1576,,,
10007360,Sir Nicholas Lestrange,male,,1515,1580,,,
10050483,Elizabeth Chedworth,female,,1432,1542,,,
10050487,Katherine Tylney,female,,1432,1542,,,
10005186,William Gregory,male,violist and composer,1624,1691,,,
10012885,David Wilkins,male,Coptic scholar,1685,1745,,,
10004810,Richard Gibbons,male,Jesuit,1547,1632,,,
10051107,Susan Weeks,female,,1482,1592,,,
10002982,Richard Crashaw,male,poet,1612,1648,,,
10004646,John Gagnier,male,orientalist,1670,1740,,,
10001240,John Bold,male,Church of England clergyman,1679,1751,,,
10010096,William Ramsay,male,politician and army officer,1562,1672,,,
10050340,Alice Bulstrode,female,,1408,1518,,,
10007881,John Maitland,male,politician,1616,1682,,,
10010358,John Robinson,male,bishop of London and diplomatist,1650,1723,,,
10011310,Thomas Sorocold,male,Church of England clergyman,1561,1617,,,
10052073,Frances Howard,female,,1553,1598,,,
10001944,Sir Charles Calthorpe,male,judge,1506,1616,,,
10003656,Sir George Downing,male,diplomat and financial reformer,1623,1684,,,
10050396,Elizabeth Rotherfield,female,,1420,1530,,,
10003782,William Dunlop,male,university principal,1653,1700,,,
10006604,Michael Jermin,male,Church of England clergyman,1590,1659,,,
10004222,John Ferrar,male,merchant and politician,1588,1657,,,
10001696,Anthony Bruodin,male,Franciscan friar,1570,1680,,,
10005107,Thomas Granger,male,Church of England clergyman and author,1578,1627,,,
10003396,Mary Delany,female,court favourite and artist,1700,1788,,,
10054801,Susanna Bell,female,Author of The Legacy of a Dying Mother,CA,IN,[],,
10051108,Alice Ibbot,female,,1483,1593,,,
10010100,Isaac Rand,male,botanist,1674,1743,,,
10001916,Sir Thomas Cademan,male,physician,1590,1651,,,
10006249,Frances Howard,female,courtier,1590,1632,,,
10010101,Samuel Rand,male,physician,1588,1654,,,
10050412,Alice Tankerfelde,female,,1424,1534,,,
10005647,George Hastings,male,magnate,1486,1544,,,
10011686,John Stuart,male,army officer in the Swedish service,1550,1618,,,
10010102,John Randall,male,Church of England clergyman,1570,1622,,,
10050486,Grace Farringdon,female,,1432,1542,,,
10001551,John Bridgewater,male,college head and Roman Catholic exile,1532,1596,,,
10004223,Nicholas Ferrar,male,religious writer and administrator,1593,1637,,,
10051202,Mrs. Bridges,female,,1488,1598,,,
10010677,Sir William Sanderson,male,historian,1586,1676,,,
10050413,Anne Perkins,female,,1424,1534,,,
10005187,Sir William Gregory,male,judge and speaker of the House of Commons,1625,1696,,,
10001161,William Blandy,male,translator,1563,1581,,,
10001552,John Briercliffe,male,antiquary,1618,1682,,,
10004199,Lady Mary Fenwick,female,,1646,1708,,,
10012132,Cuthbert Tunstal,male,bishop of Durham and diplomat,1474,1559,,,
10007919,Thomas Mangey,male,Church of England clergyman and classical scholar,1683,1755,,,
10002253,William Cecil,male,politician,1591,1668,,,
10050026,Timothy Raikes,male,"vicar of Hessle, Yorkshire",1661,1722,,,
10004926,William Goffe,male,regicide and major-general,1569,1679,,,
10000232,Sir William Anstruther of that ilk,male,judge,1601,1711,,,
10011555,James Stewart,male,courtier and administrator,1545,1596,,,
10010904,Mary Seton,female,,1541,1615,,,
10001844,William Burwell,male,,1515,1596,,,
10006139,John Hooke,male,Independent minister,1634,1710,,,
10004446,Edward Ford,male,ballad and verse writer,1638,1660,,,
10007039,Andrew Knox,male,bishop of Raphoe,1523,1633,,,
10004101,Thomas Fairfax Lord Fairfax of Cameron,male,parliamentarian army officer,1612,1671,,,
10009375,William Parry,male,traveller,1597,1601,,,
10002665,Abraham Colfe,male,Church of England clergyman and benefactor,1580,1657,,,
10006252,Henrietta Howard,female,mistress of George II and architectural patron,1688,1767,,,
10000234,Anthony Anthony,male,military administrator,1453,1563,,,
10000236,John Anthony,male,physician,1585,1655,,,
10005172,Richard Greenway,male,translator,1598,1598,,,
10010421,John Rokeby,male,ecclesiastical lawyer,1463,1573,,,
10008123,Sir Humphrey May,male,politician and administrator,1572,1630,,,
10003485,Sir William Dick of Braid,male,merchant and financier,1545,1655,,,
10007915,Domenico Mancini,male,scholar and chronicler,1434,1514,,,
10001200,Peter Blundell,male,clothier and philanthropist,1520,1601,,,
10006351,John Hull,male,goldsmith and merchant in America,1624,1683,,,
10008334,Thomas Moffet,male,physician and naturalist,1553,1604,,,
10010648,Sir Richard Saltonstall,male,colonist in America,1586,1661,,,
10001205,Sir John Blunt,male,financier and a founder of the South Sea Company,1665,1733,,,
10050352,Arabella Parker,female,,1410,1520,,,
10050353,Constance Browne,female,,1410,1520,,,
10003816,Susan DuVerger,female,translator and author,1610,1657,,,
10011184,Jonathan Smedley,male,Church of Ireland dean of Clogher and writer,1670,1729,,,
10009380,Andrew Parsons,male,nonconformist minister,1615,1684,,,
10007382,Sir Creswell Levinz,male,judge,1627,1701,,,
10000350,Thomas Ashwell,male,composer,1478,1524,,,
10009382,Humphrey Parsons,male,brewer and politician,1676,1741,,,
10011758,Richard Symonds,male,Independent minister,1609,1658,,,
10006451,Sir Robert Hyde,male,barrister and politician,1595,1665,,,
10050354,Edith Mansell,female,,1410,1520,,,
10050356,Elizabeth Chamber,female,,1410,1520,,,
10007247,Thomas Lechford,male,author and lawyer,1532,1642,,,
10050642,Jane Russell,female,,1447,1557,,,
10001162,William Blathwayt,male,government official,1650,1717,,,
10000025,Robert Abercromby,male,Jesuit,1536,1613,,,
10011646,Mannock John Strickland,male,counsellor and lawyer,1683,1744,,,
10004417,Laurence Fogg,male,dean of Chester,1630,1718,,,
10007609,Nicholas Love,male,politician and regicide,1608,1682,,,
10001594,Arnold Bronckorst,male,painter,1565,1586,,,
10004587,Mary Frith,female,thief,1584,1659,,,
10000073,Benjamin Agas,male,clergyman and ejected minister,1622,1689,,,
10051320,Katherine Gainsford,female,,1496,1540,,,
10001871,Margaret Butler,female,noblewoman,1432,1542,,,
10050643,Joan Lyte,female,,1447,1557,,,
10012718,Sir Francis Weston,male,courtier,1511,1536,,,
10050300,Beatrix Hatcliffe,female,,1395,1505,,,
10050301,Eleanor Washbourne,female,,1395,1505,,,
10050302,Jane Romondbye,female,,1395,1505,,,
10003994,Ebenezer Erskine,male,a founder of the Secession church,1680,1754,,,
10002275,John Chamber,male,Church of England clergyman and author,1546,1604,,,
10001946,Sir James Calthorpe,male,NA,1670,1625,,,
10011322,Elizabeth Southwell,female,maid of honour to Elizabeth I,1585,1631,,,
10054802,Edward Seymour 1st Earl of Hertford,male,,1539,1621,,,
10011897,John Thorius,male,writer and translator,1568,1678,,,
10001884,William Butler,male,physician,1535,1618,,,
10008056,Edmund Mason,male,dean of Salisbury,1525,1635,,,
10005349,Sir Richard Haddock,male,naval officer,1629,1715,,,
10001887,Swithune Butterfield,male,author,1501,1611,,,
10007414,Thomas Leyson,male,Latin and Welsh poet and physician,1549,1608,,,
10006722,Abraham Jordan,male,distiller and organ builder,1666,1715,,,
10013301,Electress Sophia of Hanover,female,"electress of Hanover, consort of Ernst August",1630,1714,,,
10000390,Stephen Atkinson,male,metallurgist,1586,1619,,,
10006455,John Hygdon,male,college head,1422,1532,,,
10050422,Margaret Bysley,female,,1425,1535,,,
10050328,Elizabeth Mors,female,,1404,1514,,,
10050329,Elizabeth Saxby,female,,1404,1514,,,
10050330,Étiennette de la Baume,female,,1404,1514,,,
10011106,John Simon,male,mezzotint engraver,1675,1751,,,
10003661,Edward Doyley,male,colonial governor,1617,1675,,,
10006438,Sir Constantijn Huygens,male,NA,1596,1687,,,
10007412,John Leycester,male,writer,1598,1648,,,
10009949,Humphrey Prideaux,male,dean of Norwich and author,1648,1724,,,
10010500,John Rowe,male,clergyman and ejected minister,1626,1677,,,
10011696,Philip Stubbs,male,Church of England clergyman and educationist,1665,1738,,,
10010226,John Reynolds,male,Presbyterian minister,1668,1727,,,
10003721,John Dubois,male,local politician,1622,1684,,,
10050237,John Rotz,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1520,1548,,,
10050244,Thomas Hill,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1533,1575,,,
10009602,Lewis Petit,male,military engineer and army officer,1665,1720,,,
10011142,Jonathan Sisson,male,maker of mathematical instruments,1690,1747,,,
10010359,Luke Robinson,male,politician,1610,1669,,,
10010466,Thomas Ross,male,courtier and librarian,1620,1675,,,
10002375,William Richard Chetwynd,male,politician and diplomatist,1685,1770,,,
10010811,Walter Scott of Satchells,male,soldier and genealogist,1613,1688,,,
10050219,Nicholas Kratzer,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1486,1550,,,
10050297,Elizabeth Fitzherbert,female,,1393,1503,,,
10001038,John Bettes the younger,male,portrait painter,1506,1616,,,
10050222,Henry Latimer,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1506,1530,,,
10050325,Margaret Belknap,female,,1403,1513,,,
10001541,William Bridge,male,Independent minister,1600,1671,,,
10000351,Bartholomew Ashwood,male,clergyman and ejected minister,1622,1678,,,
10012472,Richard Wallop,male,lawyer,1616,1697,,,
10010458,Samuel Rosewell,male,Presbyterian minister,1679,1722,,,
10011957,John Tillotson,male,archbishop of Canterbury,1630,1694,,,
10050224,Robert Thorne,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1502,1532,,,
10050228,John a Borough,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1513,1542,,,
10050229,John Bartelot,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1520,1546,,,
10010812,Walter Scott,male,nobleman,1644,1693,,,
10009864,Vincent Potter,male,parliamentarian army officer and regicide,1614,1661,,,
10011703,John Sturgion,male,General Baptist preacher and pamphleteer,1555,1665,,,
10007599,Roderigo Lopez,male,physician and alleged conspirator,1517,1594,,,
10050425,Bridget Wiltshire,female,,1426,1536,,,
10050426,Eleanor Copley,female,,1426,1536,,,
10008237,Sir Peter Mewtas,male,soldier and courtier,1452,1562,,,
10007913,Thomas Manby,male,legal writer,1611,1679,,,
10000457,Francis Babington,male,college head,1459,1569,,,
10000689,Richard Barnfield,male,poet,1574,1620,,,
10050245,Thomas Allen,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1534,1630,,,
10050252,Valentine Leigh,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1542,1592,,,
10050253,Richard Popinjay,male,"EGR Taylor, Mathematical Practitioners of Tudor & Stuart England",1543,1587,,,
10002984,William Crathorne,male,Roman Catholic priest,1670,1740,,,
10050427,Elizabeth Broughton,female,,1426,1536,,,
10050428,Elizabeth Hyde,female,,1426,1536,,,
10000476,Jane Bacon,female,letter-writer,1580,1659,,,
10012735,Edward Whalley,male,regicide and major-general,1564,1674,,,
10050429,Elizabeth Philip,female,,1426,1536,,,
10006452,Thomas Hyde,male,oriental scholar,1636,1703,,,
10009132,Sir William Oliphant,male,judge,1550,1628,,,
10050341,Alice Lovell,female,,1408,1518,,,
10002666,John Colgan,male,hagiographer,1592,1658,,,
10050430,Isabel Vargas,female,,1426,1536,,,
10050431,Mary Aucher,female,,1426,1536,,,
10000478,Montagu Bacon,male,Church of England clergyman and writer,1688,1749,,,
10050298,Elizabeth Willington,female,,1393,1503,,,
10050299,Inez de Albernos,female,,1393,1503,,,
10001929,David Cairnes,male,politician,1645,1722,,,
10050423,Mary Brooke,female,,1425,1535,,,
10008882,Henry Norris,male,courtier,1500,1536,,,
10050331,Joanna Lowdham,female,,1404,1501,,,
10050332,Elizabeth Wolvendon,female,,1405,1515,,,
10007922,Sir Roger Manley,male,army officer and historian,1577,1687,,,
10050342,Eleanor Radcliffe,female,,1408,1518,,,
10003644,John Dowland,male,lutenist and composer,1563,1626,,,
10008511,Ralph Morice,male,principal secretary to Thomas Cranmer,1522,1570,,,
10050327,Elizabeth Collins,female,,1404,1514,,,
10001039,John Betts,male,physician,1623,1695,,,
10050304,Maria de Salazar,female,,1395,1505,,,
10050305,Alice Wimbill,female,,1396,1506,,,
10050306,Elizabeth Langton,female,,1396,1506,,,
10050307,Thomasine Peshall,female,,1396,1506,,,
10050320,Matilda Roos,female,,1401,1511,,,
10002570,Sir Christopher Clitherow,male,merchant and politician,1577,1641,,,
10050360,Katherine de Montoya,female,,1410,1520,,,
10008700,Sir Robert Napier,male,judge,1505,1615,,,
10001926,Sion Cain,male,,1539,1649,,,
10050318,Joan Courtenay,female,,1400,1510,,,
10050319,Joan Steward,female,,1401,1511,,,
10000237,Robert Anton,male,satirist,1606,1618,,,
10001925,Matthew Caffyn,male,General Baptist minister,1628,1714,,,
10001919,Roger Cadwallador,male,Roman Catholic priest,1566,1610,,,
10050321,Anne Wood,female,,1402,1512,,,
10050322,Joan Wilcock,female,,1402,1512,,,
10050345,Elizabeth Knyvett,female,,1408,1518,,,
10050346,Elizabeth Neville,female,,1408,1518,,,
10011131,John Sinclair,male,lawyer and jurist,1510,1566,,,
10001447,James Bradley,male,astronomer,1692,1762,,,
10050361,Jane Verdon,female,,1411,1521,,,
10050488,Margaret Starkey,female,,1432,1542,,,
10008240,Sir John Meyrick,male,diplomat and merchant,1559,1638,,,
10008805,Bartholomew Newsam,male,clockmaker,1530,1587,,,
10002307,Anthony Champney,male,Roman Catholic priest,1569,1644,,,
10007740,John Macalpine,male,Dominican friar and protestant reformer,1447,1557,,,
10000079,Sir Andrew Agnew of Lochnaw,male,army officer,1687,1771,,,
10050343,Elizabeth Gibbs,female,,1408,1518,,,
10050344,Elizabeth Jerningham,female,,1408,1518,,,
10010080,William Ramesey,male,physician and astrologer,1627,1676,,,
10012058,John Trapp,male,Church of England clergyman and writer on theology,1601,1669,,,
10050357,Elizabeth Souldon,female,,1410,1520,,,
10050358,Isabel Agard,female,,1410,1520,,,
10050359,Joyce Washbourne,female,,1410,1520,,,
10003050,John Crompton,male,clergyman and ejected minister,1611,1669,,,
10050362,Margaret Geddynge,female,,1411,1521,,,
10050363,Welthian Yarde,female,,1411,1521,,,
10050364,Alice Tyldesley,female,,1412,1522,,,
10050365,Anne Browne,female,,1412,1522,,,
10050366,Agnes Cotell,female,,1413,1523,,,
10050367,Elizabeth Catesby,female,,1413,1523,,,
10050368,Frances Fitzlewis,female,,1413,1523,,,
10050369,Joan Lincoln,female,,1414,1524,,,
10010460,James Rosier,male,explorer,1573,1609,,,
10004647,Robert Gaguin,male,NA,1433,1501,,,
10050728,Margaret Scott,female,,1453,1513,,,
10050393,Margaret Atwell,female,,1419,1529,,,
10050452,Denise Champion,female,,1429,1539,,,
10004927,Henry Gold,male,Catholic priest,1424,1534,,,
10050374,Katherine Norlond,female,,1415,1525,,,
10050375,Katherine Wells,female,,1415,1525,,,
10050376,Margaret Chedworth,female,,1415,1525,,,
10010016,Thomas Purney,male,poet and prison chaplain,1695,1730,,,
10050399,Margaret Mulsho,female,,1420,1530,,,
10050400,Margaret Pynson,female,,1420,1530,,,
10000352,John Ashwood,male,Independent minister,1657,1706,,,
10050377,Margery Drew,female,,1415,1525,,,
10050378,Catherine Berkeley,female,,1416,1526,,,
10050379,Dorothy de Vere,female,,1416,1526,,,
10050380,Elizabeth Newport,female,,1416,1526,,,
10050381,Elizabeth Stucley,female,,1416,1526,,,
10050382,Jane Spencer,female,,1416,1526,,,
10050383,Margaret Morley,female,,1416,1503,,,
10013236,John Yonge,male,bishop and college head,1462,1526,,,
10050386,Isabel Worsley,female,,1417,1527,,,
10005551,Richard Harliston,male,administrator,1425,1500,,,
10050785,Isabel Scott,female,,1459,1528,,,
10050494,Cecily Chewne,female,,1433,1543,,,
10051250,Agnes Brooke,female,,1492,1602,,,
10008614,Sir John Munden,male,naval officer,1645,1719,,,
10050432,Mary Victoria,female,,1426,1536,,,
10003785,Henry Dunster,male,minister and college principal in America,1609,1659,,,
10050387,Margaret Bryan,female,,1417,1527,,,
10050401,Mary Fiennes,female,,1420,1530,,,
10050402,Mary Stafford,female,,1420,1530,,,
10050403,Joan Marler,female,,1421,1531,,,
10050404,Dionysia Lily,female,,1422,1532,,,
10001784,Daniel Burgess,male,royal administrator,1637,1747,,,
10003969,Thomas Emes,male,medical practitioner and millenarian,1597,1707,,,
10050388,Jane Popyncourt,female,,1418,1528,,,
10050389,Jocosa Brome,female,,1418,1528,,,
10050390,Margaret Reynold,female,,1418,1528,,,
10003896,Thomas Edwards,male,Church of England clergyman and religious controversialist,1599,1648,,,
10050391,Agnes Hackett,female,,1419,1529,,,
10006269,Philip Howard,male,magnate and alleged traitor,1557,1595,,,
10005268,Sir Thomas Grosvenor,male,politician,1655,1700,,,
10050405,Elizabeth Stafford,female,,1422,1532,,,
10007242,Sir John Leake,male,naval officer,1656,1720,,,
10005875,Richard Hesketh,male,merchant and conspirator,1553,1593,,,
10050408,Alice Lakyn,female,,1423,1533,,,
10050409,Anne St. Leger,female,,1423,1533,,,
10013212,Thomas Wynter,male,clergyman,1510,1543,,,
10007295,Charles Leigh,male,physician and naturalist,1662,1701,,,
10050451,Blanche Twyforde,female,,1429,1539,,,
10011261,Sir Hugh Smyth,male,,1632,1680,,,
10008482,John Moreman,male,Roman Catholic priest,1490,1554,,,
10050395,Anne Pury,female,,1420,1530,,,
10010058,Sir Humphrey Radcliffe,male,landowner and member of parliament,1508,1566,,,
10050397,Katherine Styles,female,,1420,1530,,,
10050398,Margaret Butler,female,,1420,1530,,,
10005162,Robert Greene,male,writer and playwright,1558,1592,,,
10001553,Henry Briggs,male,mathematician,1561,1631,,,
10000523,Christopher Bainbridge,male,"ambassador, archbishop of York, and cardinal",1462,1514,,,
10050411,Isabel Shirley,female,,1423,1533,,,
10008865,William Noel,male,judge,1695,1762,,,
10004729,Elizabeth Gaunt,female,conspirator and convicted traitor,1575,1685,,,
10050414,Elizabeth Howard,female,,1424,1534,,,
10050415,Isabel Jordan,female,,1424,1534,,,
10050416,Margaret Bassett,female,,1424,1534,,,
10050417,Margaret Ellerbek,female,,1424,1534,,,
10050434,Catherine Fitzalan,female,,1427,1537,,,
10050435,Christine Baldry,female,,1427,1537,,,
10050436,Elianor de la Palma,female,,1427,1537,,,
10050437,Elizabeth Curwen,female,,1427,1537,,,
10010188,Thomas Reid,male,"philosopher, translator, and founder of the first public reference library in Scotland",1514,1624,,,
10050438,Elizabeth Scrope,female,,1427,1537,,,
10003105,Ralph Cudworth,male,philosopher and theologian,1617,1688,,,
10010082,Littleton Ramondon,male,singer and composer,1684,1715,,,
10050421,Jane Hornby,female,,1425,1535,,,
10012458,William Wallace,male,architect,1521,1631,,,
10001977,Alison Campbell,female,minister's wife,1498,1608,,,
10006899,Charles Killigrew,male,theatre manager and master of the revels,1655,1724,,,
10005534,John Harington,male,courtier and landowner,1539,1613,,,
10050439,Elizabeth Wood,female,,1427,1537,,,
10050466,Jane Ormond,female,,1430,1540,,,
10012542,John Warkworth,male,"ecclesiastic, college head, and supposed chronicler",1425,1500,,,
10001873,Nathaniel Butler,male,colonial governor and maritime author,1577,1643,,,
10050418,Anne Colte,female,,1425,1535,,,
10050458,Margery Otwell,female,,1429,1539,,,
10050459,Mary Kingston,female,,1429,1539,,,
