SDFB Person ID,Display Name,Gender,Historical Significance,Extant Birth Year,Extant Death Year,,,
10008696,Sir Gerard Napier,male,politician,1606,1673,,,
10010333,John Roberts,male,Benedictine monk,1576,1610,,,
10010570,John Rutherford,male,philosopher and Church of Scotland minister,1520,1577,,,
10007043,Sir Edmund Knyvet,male,,1429,1539,,,
10008457,Sir John Mordaunt,male,army officer,1696,1780,,,
10008830,Thomas Nicholls,male,shipowner and translator,1532,1601,,,
10003626,Sir Robert Douglas of Glenbervie,male,genealogist,1694,1770,,,
10008459,Robert Morden,male,maker of maps and globes,1593,1703,,,
10011841,Sir Richard Temple,male,politician,1634,1697,,,
10005094,John Graham,male,magnate and lord chancellor of Scotland,1548,1608,,,
10004381,John Fleming,male,politician,1589,1650,,,
10010371,Thomas Robinson,male,diplomatist and politician,1695,1770,,,
10005465,Thomas Hamilton,male,politician and forester,1680,1735,,,
10013117,John Worlidge,male,writer on agriculture,1583,1693,,,
10054858,Richard Sackville,male,"Politician, fellow of the Royal Society",1622,1677,,,
10001675,Ralph Brownrigg,male,bishop of Exeter,1592,1659,,,
10003391,Richard Delamain the elder,male,mathematician,1534,1644,,,
10010885,John Senex,male,publisher and maker of maps and globes,1678,1740,,,
10006661,Sir Archibald Johnston,male,lawyer and politician,1611,1663,,,
10005810,Philip Henslowe,male,theatre financier,1555,1616,,,
10009880,Sir John Powell,male,judge and politician,1645,1713,,,
10010377,John Roche,male,Roman Catholic bishop of Ferns,1576,1636,,,
10010372,Sir William Robinson,male,engineer and architect,1643,1712,,,
10003430,Sir Robert Denniston of Montjoy,male,government official and diplomat,1546,1625,,,
10005611,John Hart,male,herald and phonetician,1501,1574,,,
10004153,Guy Fawkes,male,conspirator,1570,1606,,,
10009774,Sir Robert Plumpton,male,landowner,1453,1525,,,
10009094,James Ogilvy,male,politician,1663,1730,,,
10005289,Sir Richard Guildford,male,administrator,1450,1506,,,
10012465,Nehemiah Wallington,male,turner and diarist,1598,1658,,,
10006765,Thomas Kebell,male,lawyer,1439,1500,,,
10010374,Henry Roborough,male,Church of England clergyman,1539,1649,,,
10012766,Daniel Whistler,male,physician,1618,1684,,,
10011225,Matthew Smith,male,spy and writer,1665,1723,,,
10003392,Alexander Delamaine,male,Muggletonian,1631,1685,,,
10008418,Deborah Moody,female,colonist in America,1585,1658,,,
10009095,John Ogilvy,male,adventurer,1587,1601,,,
10009155,Henry Osborn,male,naval officer,1694,1771,,,
10011795,Sir Lawrence Tanfield,male,lawyer,1551,1625,,,
10001112,Ofspring Blackall,male,bishop of Exeter and religious controversialist,1655,1716,,,
10012007,Richard Topcliffe,male,interrogator and torturer,1531,1604,,,
10008852,Sir John Nisbet,male,judge and politician,1610,1688,,,
10000786,Theodore Bathurst,male,Latin poet and Church of England clergyman,1587,1652,,,
10010328,Bartholomew Roberts,male,pirate,1682,1722,,,
10000141,William Allen,male,cardinal,1532,1594,,,
10002067,Thomas Carew,male,Church of England clergyman,1506,1616,,,
10012933,Sir Joseph Williamson,male,government official,1633,1701,,,
10004160,John Feckenham,male,abbot of Westminster,1510,1584,,,
10006521,Henry Jacob,male,philologist,1608,1652,,,
10008853,John Nisbet,male,covenanter activist,1627,1685,,,
10008262,Elizabeth Middleton,female,supposed poet,1637,1637,,,
10003627,William Douglas,male,landowner,1530,1640,,,
10000663,Thomas Barlow,male,bishop of Lincoln,1608,1691,,,
10009254,James Paisible,male,composer and recorder player,1656,1721,,,
10006702,Richard Jones,male,schoolmaster and translator of religious texts,1603,1673,,,
10005024,William Gordon of Earlston,male,landowner and covenanter,1614,1679,,,
10011065,Sir Bartholomew Shower,male,lawyer,1658,1701,,,
10011008,Samuel Sheppard,male,writer,1624,1655,,,
10004797,Marcus Gheeraerts the younger,male,painter,1561,1636,,,
10010375,John Robotham,male,clergyman and ejected minister,1554,1664,,,
10001518,Sir Robert Brerewood,male,judge,1588,1654,,,
10013174,Sir Thomas Wroth,male,courtier and landowner,1518,1573,,,
10010685,Sir Edwin Sandys,male,politician and colonial entrepreneur,1561,1629,,,
10013011,William Winstanley,male,compiler of biographies and poet,1588,1698,,,
10010606,Thomas Sackville,male,poet and administrator,1536,1608,,,
10010572,Samuel Rutherford,male,Church of Scotland minister and political theorist,1600,1661,,,
10000341,John Ashton,male,official in the royal household and Jacobite conspirator,1653,1691,,,
10003379,Richard Deane,male,army and naval officer and regicide,1610,1653,,,
10001888,Ralph Button,male,nonconformist tutor,1611,1680,,,
10009659,Ambrose Philips,male,poet and playwright,1674,1749,,,
10001093,Nathaniel Bisbie,male,Church of England clergyman,1635,1695,,,
10001094,John Biscoe,male,clergyman and ejected minister,1605,1679,,,
10013158,Sir Robert Wright,male,judge,1634,1689,,,
10010895,Sir Alexander Seton of Pitmedden,male,judge,1639,1719,,,
10010380,Sir Robert Rochester,male,administrator,1500,1557,,,
10012992,Sir Anthony Wingfield,male,soldier and administrator,1488,1552,,,
10011011,John Shepreve,male,classical scholar,1509,1542,,,
10006025,Richard Hodges,male,schoolmaster and author,1547,1657,,,
10012309,Horace Vere,male,army officer,1565,1635,,,
10011016,Sir Edward Sherburne,male,translator and poet,1616,1702,,,
10011015,Robert Sherborn,male,bishop of Chichester,1454,1536,,,
10013199,Thomas Wyndham,male,lord chancellor of Ireland,1681,1745,,,
10009770,Leonard Plukenet,male,botanist,1642,1706,,,
10005288,Sir Henry Guildford,male,courtier,1489,1532,,,
10012808,William White,male,Church of England clergyman,1604,1678,,,
10009870,Thomas Pounde,male,Jesuit lay brother,1539,1615,,,
10013078,William Wolseley,male,army officer,1640,1697,,,
10010968,Douglas Sheffield,male,noblewoman,1542,1608,,,
10000045,John Adams,male,college head,1662,1720,,,
10005195,Edward Gresham,male,astrologer,1565,1613,,,
10012082,Sir Thomas Tresham,male,gentleman and recusant,1543,1605,,,
10007390,David Lewis,male,Jesuit and martyr,1617,1679,,,
10007941,Thomas Mansel,male,politician,1667,1723,,,
10010665,Edward Samuel,male,Church of England clergyman and translator,1674,1748,,,
10006381,Johannes Huniades,male,chemist and alchemist,1576,1646,,,
10009621,Phineas Pett,male,shipbuilder and naval administrator,1570,1647,,,
10010712,Nicholas Saunderson,male,mathematician,1683,1739,,,
10011088,Barbara Sidney,female,noblewoman,1559,1621,,,
10009776,William Plumpton,male,,1485,1547,,,
10012822,William Whiteway,male,diarist,1599,1635,,,
10012334,James Vernon,male,government official and politician,1646,1727,,,
10011491,George Starkey,male,"alchemist, medical practitioner, and writer",1628,1665,,,
10009772,Thomas Plume,male,Church of England clergyman and educational benefactor,1630,1704,,,
10000046,John Adams,male,cartographer,1670,1738,,,
10001098,John Bishop,male,organist and composer,1664,1737,,,
10012623,Thomas Weaver,male,poet,1616,1662,,,
10006623,Basset Jhones,male,"physician, chemist, and grammarian",1613,1723,,,
10007803,Anna Mackenzie,female,noblewoman,1621,1707,,,
10011024,William Sheridan,male,nonjuring Church of Ireland bishop of Kilmore and Ardagh,1635,1711,,,
10009773,Sir Richard Plumleigh,male,naval officer,1595,1636,,,
10012262,Rice Vaughan,male,lawyer,1562,1672,,,
10001099,William Bishop,male,Roman Catholic bishop,1554,1624,,,
10007393,John Lewis,male,Church of England clergyman and antiquary,1675,1747,,,
10003628,William Douglas,male,magnate,1532,1591,,,
10008060,John Mason,male,army officer and colonial official,1601,1672,,,
10011104,Lambert Simnel,male,impostor and claimant to the English throne,1476,1534,,,
10001678,Richard Bruarne,male,Hebrew scholar,1519,1565,,,
10009944,Rhys Prichard,male,Church of England clergyman and poet,1573,1644,,,
10001113,Robert Blackborne,male,naval official,1620,1701,,,
10005028,Sir Ferdinando Gorges,male,army officer and promoter of colonization in America,1568,1647,,,
10001397,William Bowyer,male,printer,1699,1777,,,
10008061,John Mason,male,Church of England clergyman and millenarian,1646,1694,,,
10013171,Sir Henry Wroth,male,royalist army officer,1604,1671,,,
10012714,Herbert Westfaling,male,bishop of Hereford,1531,1602,,,
10008132,Thomas Mayhew,male,colonial governor and missionary in America,1593,1682,,,
10001100,Philip Bisse,male,bishop of Hereford,1666,1721,,,
10005983,William Hinchliffe,male,poet and bookseller,1691,1742,,,
10009915,Sir Amyas Preston,male,naval commander,1499,1609,,,
10011425,Sir William St Quintin,male,politician,1661,1723,,,
10010134,Marmaduke Rawdon,male,traveller and antiquary,1610,1669,,,
10009778,Christopher Plunket,male,politician and soldier,1539,1649,,,
10009780,Nicholas Plunket,male,historian,1629,1718,,,
10004276,Gottfried Finger,male,composer,1655,1730,,,
10010304,Alexander Rigby,male,politician and parliamentarian army officer,1594,1650,,,
10008460,Alexander More,male,Reformed church minister and writer,1616,1670,,,
10011656,Sir William Strode,male,politician,1562,1637,,,
10010017,Robert Pursglove,male,prior of Guisborough and bishop-suffragan of Hull,1503,1580,,,
10005984,John Hinckley,male,Church of England clergyman and religious controversialist,1617,1695,,,
10011657,William Strode,male,politician,1594,1645,,,
10009107,John Okey,male,parliamentarian soldier and regicide,1606,1662,,,
10011948,Sir Henry Tichborne,male,landowner,1624,1689,,,
10012840,John Whitson,male,merchant,1553,1629,,,
10004077,Robert Fabyan,male,chronicler,1403,1513,,,
10012925,Roger Williams,male,"religious controversialist and founder of Providence, Rhode Island",1606,1683,,,
10001523,Thomas Brett,male,bishop of the nonjuring Church of England,1667,1744,,,
10012612,William Watts,male,Church of England clergyman and author,1590,1649,,,
10010384,"Sir John Rodes of Balborough, Derbyshire",male,NA,1600,1698,,,
10008044,John Martyn,male,bookseller,1617,1680,,,
10009678,Morgan Phillips,male,Roman Catholic priest,1460,1570,,,
10006155,Archibald Hope,male,,1698,1733,,,
10009103,James Edward Oglethorpe,male,army officer and founder of the colony of Georgia,1696,1785,,,
10010386,Alphonso Rodrigues,male,merchant,1606,1716,,,
10008630,David Murray,male,politician,1521,1631,,,
10010387,Gomes Rodrigues,male,,1568,1678,,,
10008788,Sir Richard Newdigate,male,landowner and mining entrepreneur,1644,1710,,,
10004061,William Exmew,male,Carthusian monk,1507,1535,,,
10000056,Thomas Adams,male,ejected minister and writer on Christian doctrine,1631,1670,,,
10004060,Hans Eworth,male,painter,1464,1574,,,
10000787,Stephan Batman,male,Church of England clergyman and author,1542,1584,,,
10009104,Owen Oglethorpe,male,bishop of Carlisle,1502,1559,,,
10005029,Helena Gorges,female,courtier,1548,1635,,,
10012464,Sir William Waller,male,politician,1639,1699,,,
10012158,Thomas Turner,male,college head,1645,1714,,,
10000048,Richard Adams,male,poet,1620,1661,,,
10000788,John Batmanson,male,religious controversialist and prior of the London Charterhouse,1421,1531,,,
10009357,Thomas Parr,male,supposed centenarian,1525,1635,,,
10001283,Andrew Boorde,male,physician and author,1490,1549,,,
10001104,Pietro Bizzarri,male,historian and spy,1525,1586,,,
10008789,Sebastian Newdigate,male,Carthusian monk and Roman Catholic martyr,1500,1535,,,
10008039,Adam Martindale,male,nonconformist minister,1623,1686,,,
10008766,Sir Thomas Neville,male,lawyer and speaker of the House of Commons,1484,1542,,,
10013287,Queen Mary of Guise,female,"queen of Scots, consort of James V, and regent of Scotland",1515,1560,,,
10011085,Robert Sibthorpe,male,Church of England clergyman,1552,1662,,,
10012927,Thomas Williams,male,vicar apostolic of the northern district,1668,1740,,,
10007312,Jacob Leisler,male,merchant and rebel leader in America,1640,1691,,,
10011946,Thomas Thynne,male,landowner and murder victim,1647,1682,,,
10002237,Zachary Cawdrey,male,Church of England clergyman,1618,1684,,,
10013120,Benjamin Worsley,male,physician and projector,1617,1677,,,
10012730,Sir William Weston,male,prior of the hospital of St John of Jerusalem in England,1469,1540,,,
10012778,Daniel Whitby,male,Church of England clergyman and author,1637,1726,,,
10000790,John Batteley,male,Church of England clergyman and antiquary,1646,1708,,,
10001105,David Black,male,Church of Scotland minister,1546,1603,,,
10001680,Alexander Bruce,male,landowner and politician,1629,1680,,,
10009783,Sir Nicholas Plunkett,male,lawyer and politician,1602,1680,,,
10012975,Rowland Wilson,male,parliamentarian army officer and politician,1613,1650,,,
10008029,Martin Martin,male,traveller and author,1608,1718,,,
10013132,Sir Henry Wotton,male,diplomat and writer,1568,1639,,,
10002849,Sir Charles Cornwallis,male,courtier and diplomat,1555,1629,,,
10012639,Georg Rudolph Weckherlin,male,government official and poet,1584,1653,,,
10005030,Robert Gorges,male,NA,1600,1624,,,
10003744,Joseph Dudley,male,colonial governor,1647,1720,,,
10001183,Sir Christopher Blount,male,soldier and conspirator,1555,1601,,,
10002736,Humfrey Coningsby,male,collector of poems and traveller,1567,1610,,,
10012918,John Williams,male,Independent minister,1626,1673,,,
10000049,Richard Adams,male,clergyman and ejected minister,1626,1698,,,
10007882,John Maitland,male,politician,1655,1710,,,
10007525,Sir Richard Lloyd,male,lawyer and politician,1606,1676,,,
10013185,Sir Peter Wyche,male,diplomat,1533,1643,,,
10012478,Horatio Walpole,male,diplomatist and politician,1678,1757,,,
10002523,William Cleland,male,army officer and poet,1661,1689,,,
10000929,John Bellenden,male,poet and translator,1495,1545,,,
10001521,Nicholas Breton,male,poet,1554,1626,,,
10009782,Patrick Plunket,male,politician,1594,1668,,,
10002737,Sir Humphrey Coningsby,male,judge,1425,1535,,,
10004063,Sir Thomas Exton,male,lawyer and politician,1631,1688,,,
10010392,Philip Roettier,male,,1640,1718,,,
10013115,John Wootton,male,landscape painter and sporting artist,1681,1764,,,
10003025,Sir Herbert Croft,male,administrator and landowner,1565,1629,,,
10005291,Everard Guilpin,male,poet and satirist,1572,1682,,,
10011260,Sir Hugh Smyth,male,,1575,1627,,,
10000791,Ralph Battell,male,Church of England clergyman,1649,1713,,,
10012622,John Weaver,male,dancer and choreographer,1673,1760,,,
10004278,Sir Henry Firebrace,male,court official,1619,1691,,,
10011916,John Thorpe,male,surveyor and architect,1564,1655,,,
10003629,William Douglas,male,magnate,1540,1606,,,
10007399,William Lewis,male,Church of England clergyman,1591,1667,,,
10013096,John Woodall,male,surgeon,1570,1643,,,
10000930,Sir Lewis Bellenden of Auchnoll,male,administrator and judge,1555,1591,,,
10012114,Anthony Tuckney,male,Church of England clergyman and college head,1599,1670,,,
10010596,Francis Sabie,male,poet,1587,1596,,,
10000050,Robert Adams,male,architect,1485,1595,,,
10013230,Arthur Yeldard,male,college head,1526,1599,,,
10004975,Thomas Goodwin,male,Independent minister,1650,1708,,,
10001466,William Bradshaw,male,Church of England clergyman and religious controversialist,1570,1618,,,
10011277,Andrew Snape,male,college head,1675,1742,,,
10002068,Thomas Carew,male,Roman Catholic priest and historian,1590,1672,,,
10009478,Alexander Peden,male,preacher,1626,1686,,,
10011561,John Stewart,male,magnate,1416,1526,,,
10007807,George Mackenzie,male,politician and polymath,1630,1714,,,
10010432,Sir William Rollo,male,royalist army officer,1535,1645,,,
10011553,James Stewart,male,,1529,1557,,,
10001109,John Blackadder,male,army officer,1664,1729,,,
10011358,William Spence,male,conspirator and private secretary,1650,1699,,,
10012442,John Walker,male,Church of England clergyman and historian,1674,1747,,,
10002850,Sir Thomas Cornwallis,male,administrator,1518,1604,,,
10004736,Sir Francis Gawdy,male,judge,1495,1605,,,
10013177,Sir Francis Wyatt,male,colonial governor,1588,1644,,,
10010070,Thomas Rainborowe,male,parliamentarian army officer and Leveller,1610,1648,,,
10011761,Andrew Symson,male,Church of Scotland minister and printer,1638,1712,,,
10000800,Margaret Baxter,female,religious nonconformist and wife of Richard Baxter,1636,1681,,,
10012170,Leonard Twells,male,Church of England clergyman and theological writer,1684,1742,,,
10005749,Sir Rowland Hayward,male,merchant and local politician,1520,1593,,,
10009786,Edward Pococke,male,oriental scholar,1604,1691,,,
10002919,Abraham Cowley,male,poet,1618,1667,,,
10011111,Sidrach Simpson,male,Independent minister,1600,1655,,,
10012041,Sir Henry Townshend,male,NA,1537,1621,,,
10002050,John Cardmaker,male,clergyman and protestant martyr,1496,1555,,,
10003956,Renold Elstrack,male,engraver,1570,1625,,,
10012446,Richard Walker,male,horticulturist and college administrator,1679,1764,,,
10008045,John Martyn,male,botanist,1699,1768,,,
10013031,Elizabeth Wiseman,female,litigant,1647,1730,,,
10005091,James Graham,male,royalist army officer,1612,1650,,,
10012568,Philip Warwick,male,diplomat,1640,1683,,,
10008166,William Mears,male,bookseller,1686,1739,,,
10009787,Edward Pococke,male,oriental scholar,1648,1726,,,
10000793,Sir William Batten,male,naval officer,1600,1667,,,
10003398,Francis Delaram,male,engraver,1615,1624,,,
10010395,Daniel Rogers,male,diplomat and author,1538,1591,,,
10002920,Richard Cowley,male,actor,1568,1619,,,
10012709,Thomas West,male,colonial governor,1577,1618,,,
10008046,William Martyn,male,lawyer and historian,1562,1617,,,
10004235,Richard Fetherston,male,Roman Catholic ecclesiastic and martyr,1430,1540,,,
10004758,John Gee,male,Church of England clergyman and religious controversialist,1595,1639,,,
10008468,Henry More,male,"philosopher, poet, and theologian",1614,1687,,,
10004071,Sir Samuel Eyre,male,judge,1638,1698,,,
10008047,Andrew Marvell,male,Church of England clergyman,1584,1641,,,
10006868,Robert Ker,male,courtier and politician,1578,1654,,,
10004780,Charles Gerard,male,"army officer, diplomat, and divorcee",1659,1701,,,
10002271,Thomas Chaloner,male,politician and regicide,1595,1660,,,
10013090,Thomas Wood,male,bishop of Lichfield and Coventry,1607,1692,,,
10008561,Miles Mosse,male,Church of England clergyman,1558,1615,,,
10000796,Nicolas Baudouin,male,Reformed minister,1525,1613,,,
10004070,Sir Robert Eyre,male,judge,1666,1735,,,
10001128,Anthony Blackwall,male,classical scholar and schoolmaster,1672,1730,,,
10010259,Robert Rich,male,colonial promoter and naval officer,1587,1658,,,
10010093,John Ramsay,male,courtier,1580,1626,,,
10001354,Samuel Bourn,male,Presbyterian minister,1648,1720,,,
10012565,Thomas Warton,male,Church of England clergyman and poet,1688,1745,,,
10006180,Ralph Hopton,male,royalist army officer,1596,1652,,,
10013204,Sir Owen Wynn,male,,1590,1660,,,
10001132,Adam Blackwood,male,civil lawyer and Roman Catholic polemicist,1539,1613,,,
10003400,Paul Delaune,male,medical practitioner,1585,1655,,,
10009096,Marion Ogilvy,female,landowner and mistress of Cardinal David Beaton,1465,1575,,,
10054794,Richard Sackville,male,,1590,1624,,,
10012389,Luke Wadding,male,Roman Catholic priest and historian,1588,1657,,,
10013205,Sir Richard Wynn,male,courtier,1588,1649,,,
10004150,Nicholas Faunt,male,administrator,1553,1608,,,
10006419,Edward Hutchinson,male,,1613,1675,,,
10004023,James Eustace,male,nobleman and rebel,1530,1585,,,
10001015,William Berriman,male,theologian,1688,1750,,,
10004177,John Felton,male,Roman Catholic martyr,1460,1570,,,
10012905,Andrew Willet,male,Church of England clergyman and religious controversialist,1561,1621,,,
10004232,Richard Ferris,male,oarsman,1561,1613,,,
10001612,James Brooks,male,bishop of Gloucester,1512,1558,,,
10008067,Sir Edward Massey,male,parliamentarian and royalist army officer,1604,1674,,,
10006446,Edward Hyde,male,army officer and colonial governor,1661,1723,,,
10010480,Anthony Rous,male,parliamentarian army officer and politician,1605,1677,,,
10010409,Richard Rogers,male,bishop-suffragan of Dover,1532,1597,,,
10000934,John Bellers,male,political economist and cloth merchant,1654,1725,,,
10002164,John Cary,male,merchant and writer,1649,1719,,,
10010396,Sir Edward Rogers,male,courtier and administrator,1498,1568,,,
10006860,Jane Ker Countess of Roxburghe,female,courtier,1585,1643,,,
10003401,Thomas Delaune,male,religious writer,1575,1685,,,
10006512,John Jackson,male,religious controversialist,1686,1763,,,
10002734,James Coningham,male,Presbyterian minister and tutor,1669,1716,,,
10008520,Harbert Morley,male,politician and parliamentarian army officer,1616,1667,,,
10000799,Andrew Baxter,male,natural philosopher and metaphysician,1686,1750,,,
10001614,Joseph Brooksbank,male,Church of England clergyman and author,1612,1660,,,
10008740,Sir Francis Nethersole,male,diplomat and politician,1587,1659,,,
10010231,Thomas Reynolds,male,Presbyterian minister,1667,1727,,,
10009067,Henry Oasland,male,clergyman and ejected minister,1625,1703,,,
10000936,Sir Edward Bellingham,male,lord deputy of Ireland,1440,1550,,,
10002852,Sir William Cornwallis the younger,male,essayist,1579,1614,,,
10011807,John Taverner,male,Church of England clergyman,1584,1638,,,
10002921,John Cowper,male,Church of Scotland minister,1493,1603,,,
10005750,Eliza Haywood,female,author and actress,1693,1756,,,
10002712,John Colville,male,conspirator and Church of Scotland minister,1542,1605,,,
10009777,Huntingdon Plumtre,male,physician and Latin author,1601,1660,,,
10054864,Diana Goring,female,,1608,1640,,,
10004123,Francesco Fanelli,male,sculptor,1577,1687,,,
10004345,Mary Fitzroy,female,noblewoman,1519,1555,,,
10008477,William More,male,abbot of Walden and bishop-suffragan of Colchester,1430,1540,,,
10001114,John Blackbourne,male,bishop of the nonjuring Church of England,1683,1741,,,
10003522,Wentworth Dillon,male,poet,1637,1685,,,
10009788,Leonard Poe,male,physician,1521,1631,,,
10004351,Sir William Fitzwilliam,male,,1506,1559,,,
10010912,Edward Sexby,male,parliamentarian army officer and conspirator,1616,1658,,,
10005752,Dorothy Hazzard,female,Baptist leader,1564,1674,,,
10007858,Thomas Madox,male,antiquary and historian,1666,1727,,,
10003642,George Dowdall,male,archbishop of Armagh,1487,1558,,,
10004928,John Goldesburg,male,law reporter and office-holder,1568,1618,,,
10011958,Edmund Tilney,male,courtier,1535,1610,,,
10050210,Lady Mary Jacob,female,"Wife of Sir Robert Jacob, Solicitor General of Ireland: wife to Christopher Brooke, MP and lawyer: considered a female wit. Requested to use her political influence on his behalf by Duke of Buckingham.",1575,1622,,,
10012127,Sir Samuel Tuke,male,royalist army officer and playwright,1615,1674,,,
10008063,Richard Mason,male,Franciscan friar,1599,1678,,,
10007156,Thomas Larkham,male,Independent minister,1602,1669,,,
10003405,George Delaval,male,,1668,1723,,,
10009643,Robert Phayre,male,parliamentarian army officer,1618,1682,,,
10000142,William Allen,male,religious writer and controversialist,1576,1686,,,
10004989,Alexander Gordon of Earlston,male,covenanter and conspirator,1650,1726,,,
10006980,Francis Kirkman,male,bookseller and writer,1632,1680,,,
10000347,George Ashwell,male,Church of England clergyman,1612,1694,,,
10005319,Diego Guzman de Silva,male,Spanish ambassador to England,1520,1577,,,
10006973,Sir James Kirkcaldy of Grange,male,administrator,1446,1556,,,
10008117,Robert Maxwell,male,agricultural improver and writer,1695,1765,,,
10001684,Sir John Hope Bruce of Kinross,male,soldier and politician,1684,1766,,,
10003404,Lady Elizabeth Delaval,female,memoirist and Jacobite agent,1648,1717,,,
10007401,Sir Lewes Lewknor,male,courtier and translator,1560,1627,,,
10002922,Mary Cowper,female,courtier and diarist,1685,1724,,,
10005194,Sir Richard Grenville,male,royalist army officer,1600,1659,,,
10001016,James Berry,male,parliamentarian army officer and major-general,1581,1691,,,
10000348,John Ashwell,male,prior of Newnham,1431,1541,,,
10005342,John Hacket,male,bishop of Coventry and Lichfield,1592,1670,,,
10002069,Thomas Carew,male,poet,1594,1640,,,
10009793,Arthur Pole,male,conspirator,1531,1570,,,
10004791,Sir John Germain,male,army officer and politician,1650,1718,,,
10005292,John Guise,male,army officer and art collector,1682,1765,,,
10001163,Barbara Blaugdone,female,Quaker preacher,1609,1704,,,
10005488,John Hanbury,male,landowner and ironmaster,1664,1734,,,
10050056,Winifred Brydges,female,devout Catholic all her life,1510,1586,,,
10001117,Lancelot Blackburne,male,archbishop of York,1658,1743,,,
10001164,Ann Blaykling,female,Quaker preacher,1652,1708,,,
10008749,Sir Edward Nevill,male,judge,1595,1705,,,
10001355,Samuel Bourn,male,Presbyterian minister,1689,1754,,,
10006856,Roger Kenyon,male,NA,1640,1663,,,
10011254,William Smith,male,antiquary,1653,1735,,,
10000373,Hugh Aston,male,composer and choirmaster,1448,1558,,,
10012868,Joseph Wilcocks,male,bishop of Gloucester and dean of Westminster,1673,1756,,,
10050164,Ralph Emerson,male,Companion to Edmund Campion in England. Accompanied Robert Persons to England.,1553,1604,,,
10012728,Stephen Weston,male,bishop of Exeter,1665,1742,,,
10009559,Henry Percy,male,royalist army officer,1604,1659,,,
10004378,Sir George Fleming,male,bishop of Carlisle,1667,1747,,,
10008189,David Melville,male,army officer and politician,1660,1728,,,
10006858,Andrew Ker of Cessford,male,border chieftain,1416,1526,,,
10012804,Thomas White,male,"benefactor of Sion College, London",1550,1624,,,
10002854,William Cornysh,male,composer and court impresario,1480,1523,,,
10009650,Robert Philip,male,Roman Catholic priest,1580,1647,,,
10011612,John Story,male,civil lawyer and martyr,1503,1571,,,
10008315,Geffray Minshull,male,debtor and author,1594,1668,,,
10010190,Casiodoro de Reina,male,Reformed minister and translator,1520,1594,,,
10013298,Powhatan,male,leader of the Powhatan Indians,1545,1618,,,
10009859,Barnaby Potter,male,bishop of Carlisle,1577,1642,,,
10002739,Thomas Coningsby,male,politician,1657,1729,,,
10004065,Sir John Eyles,male,merchant and financier,1593,1703,,,
10009842,Sir Charles Porter,male,politician and lord chancellor of Ireland,1631,1696,,,
10010839,John Scudamore,male,,1649,1697,,,
10011037,Ralph Sherwin,male,Roman Catholic priest and martyr,1549,1581,,,
10004193,Roger Fenton,male,Church of England clergyman and author,1565,1616,,,
10012545,William Warmington,male,Roman Catholic priest,1556,1627,,,
10010108,Thomas Randolph,male,poet and playwright,1605,1635,,,
10011471,James Stanley,male,royalist army officer,1607,1651,,,
10007226,Sir Robert Le Grys,male,translator,1571,1635,,,
10000801,Nathaniel Baxter,male,Church of England clergyman and author,1569,1611,,,
10002857,George Coryate,male,Latin poet,1497,1607,,,
10002231,William Cavendish,male,politician,1617,1684,,,
10010618,Charles de Marguetel de Saint-Denis de Saint-Evremond,male,soldier and writer,1614,1703,,,
10011710,Sir John Suckling,male,poet,1609,1641,,,
10012567,Sir Philip Warwick,male,politician and historian,1609,1683,,,
10006859,Andrew Ker of Ferniehirst,male,border chieftain,1435,1545,,,
10007435,Alexander Lindsay of Evelick,male,bishop of Dunkeld,1561,1639,,,
10012436,Henry Walker,male,journalist and preacher,1638,1660,,,
10012657,Anthony Weldon,male,parliamentarian army officer,1610,1720,,,
10011528,Peter Sterry,male,Independent minister,1613,1672,,,
10011196,Erasmus Smith,male,merchant and educational benefactor,1611,1691,,,
10006870,Sir Walter Ker of Cessford,male,border chieftain and administrator,1510,1582,,,
10012961,Henry Wilmot,male,royalist army officer,1613,1658,,,
10010003,Lady Hester Pulter,female,poet,1595,1678,,,
10006615,Charles Jervas,male,portrait painter and translator,1675,1739,,,
10007218,Richard Layton,male,dean of York and agent in the suppression of the monasteries,1498,1544,,,
10006759,Benjamin Keach,male,Particular Baptist minister,1640,1704,,,
10002858,Thomas Coryate,male,traveller and writer,1577,1617,,,
10005727,William Hay,male,landowner,1537,1586,,,
10002740,William Coningsby,male,judge,1430,1540,,,
10002925,Spencer Cowper,male,judge,1670,1728,,,
10001665,Simon Browne,male,dissenting minister and religious controversialist,1680,1732,,,
10004842,Silvestro Gigli,male,diplomat and bishop of Worcester,1463,1521,,,
10008469,Sir John More,male,judge,1451,1530,,,
10008921,John Norton,male,spelling reformer,1661,1771,,,
10008639,John Murray of Falahill,male,landowner and supposed outlaw,1400,1510,,,
10001688,Robert Bruce,male,political agent and spy,1492,1602,,,
10012807,Thomas White,male,bishop of Peterborough and nonjuror,1628,1698,,,
10010277,Richard Richardson,male,Quaker administrator,1622,1689,,,
10011885,George Thomason,male,bookseller and collector of civil-war tracts,1602,1666,,,
10012805,Thomas White,male,separatist leader,1576,1606,,,
10000937,Richard Bellingham,male,colonial governor,1591,1672,,,
10009419,Thomas Patient,male,Particular Baptist minister,1556,1666,,,
10001001,Sir William Berkeley,male,colonial governor,1605,1677,,,
10005753,Richard Head,male,writer,1637,1686,,,
10006070,Philemon Holland,male,translator,1552,1637,,,
10007821,Lauchlan Mackintosh of Torcastle,male,chief of clan Mackintosh and captain of clan Chattan,1639,1704,,,
10007505,Sir Charles Lloyd,male,royalist army officer,1602,1661,,,
10003413,Jonas Dell,male,soldier and religious writer,1555,1665,,,
